时间戳,温湿度传感器ID,位置,温度,湿度,PM2.5,预警状态
2025-04-13 05:00:00,SENS003,生产区A,29.0,57.7,42.7,温度偏高|PM2.5超标
2025-04-13 05:00:00,SENS004,质检区,27.3,55.7,27.6,正常
2025-04-13 05:00:00,SENS005,生产区A,27.5,61.6,42.3,PM2.5超标
2025-04-13 05:00:00,SENS006,质检区,26.5,53.6,17.4,正常
2025-04-13 05:00:00,SENS007,质检区,24.7,62.1,24.0,正常
2025-04-13 05:00:00,SENS008,生产区B,25.9,56.3,33.2,正常
2025-04-13 06:00:00,SENS001,生产区B,24.4,57.7,19.9,正常
2025-04-13 06:00:00,SENS002,生产区A,30.9,53.8,49.1,温度偏高|PM2.5超标
2025-04-13 06:00:00,SENS003,生产区A,27.8,57.6,40.3,PM2.5超标
2025-04-13 06:00:00,SENS004,质检区,26.1,50.5,36.3,PM2.5超标
2025-04-13 06:00:00,SENS005,生产区A,30.0,58.9,35.1,温度偏高|PM2.5超标
2025-04-13 06:00:00,SENS006,质检区,26.2,53.6,41.1,PM2.5超标
2025-04-13 06:00:00,SENS007,质检区,27.1,51.4,37.6,PM2.5超标
2025-04-13 06:00:00,SENS008,生产区B,27.1,56.7,38.6,PM2.5超标
2025-04-13 07:00:00,SENS001,生产区B,27.3,57.0,34.4,正常
2025-04-13 07:00:00,SENS002,生产区A,27.1,51.8,37.9,PM2.5超标
2025-04-13 07:00:00,SENS003,生产区A,30.2,54.5,46.6,温度偏高|PM2.5超标
2025-04-13 07:00:00,SENS004,质检区,26.8,49.1,44.6,PM2.5超标
2025-04-13 07:00:00,SENS005,生产区A,28.6,55.8,18.1,温度偏高
2025-04-13 07:00:00,SENS006,质检区,24.5,49.8,21.8,正常
2025-04-13 07:00:00,SENS007,质检区,25.4,56.0,18.8,正常
2025-04-13 07:00:00,SENS008,生产区B,24.0,53.6,24.0,正常
2025-04-13 08:00:00,SENS001,生产区B,24.0,49.5,18.8,正常
2025-04-13 08:00:00,SENS002,生产区A,27.6,46.9,13.5,正常
2025-04-13 08:00:00,SENS003,生产区A,29.6,47.3,26.2,温度偏高
2025-04-13 08:00:00,SENS004,质检区,26.3,53.2,46.9,PM2.5超标
2025-04-13 08:00:00,SENS005,生产区A,29.5,51.5,18.8,温度偏高
2025-04-13 08:00:00,SENS006,质检区,27.0,54.5,24.4,正常
2025-04-13 08:00:00,SENS007,质检区,23.7,48.9,46.7,PM2.5超标
2025-04-13 08:00:00,SENS008,生产区B,26.0,51.0,35.3,PM2.5超标
2025-04-13 09:00:00,SENS001,生产区B,26.9,47.7,32.5,正常
2025-04-13 09:00:00,SENS002,生产区A,26.5,50.2,44.2,PM2.5超标
2025-04-13 09:00:00,SENS003,生产区A,29.1,44.3,17.0,温度偏高
2025-04-13 09:00:00,SENS004,质检区,24.6,44.8,11.4,正常
2025-04-13 09:00:00,SENS005,生产区A,26.9,52.4,32.5,正常
2025-04-13 09:00:00,SENS006,质检区,23.4,51.2,33.6,正常
2025-04-13 09:00:00,SENS007,质检区,26.5,49.7,46.3,PM2.5超标
2025-04-13 09:00:00,SENS008,生产区B,26.7,43.8,28.4,正常
2025-04-13 10:00:00,SENS001,生产区B,25.2,43.0,40.1,PM2.5超标
2025-04-13 10:00:00,SENS002,生产区A,28.4,46.4,43.5,温度偏高|PM2.5超标
2025-04-13 10:00:00,SENS003,生产区A,28.6,49.1,41.0,温度偏高|PM2.5超标
2025-04-13 10:00:00,SENS004,质检区,24.4,46.1,11.6,正常
2025-04-13 10:00:00,SENS005,生产区A,28.2,45.5,20.0,温度偏高
2025-04-13 10:00:00,SENS006,质检区,23.1,41.3,22.1,正常
2025-04-13 10:00:00,SENS007,质检区,23.0,45.4,42.7,PM2.5超标
2025-04-13 10:00:00,SENS008,生产区B,26.1,42.5,39.9,PM2.5超标
2025-04-13 11:00:00,SENS001,生产区B,24.6,42.8,18.4,正常
2025-04-13 11:00:00,SENS002,生产区A,27.0,47.9,43.8,PM2.5超标
2025-04-13 11:00:00,SENS003,生产区A,25.0,48.2,12.2,正常
2025-04-13 11:00:00,SENS004,质检区,23.3,40.7,29.9,正常
2025-04-13 11:00:00,SENS005,生产区A,26.5,44.5,34.2,正常
2025-04-13 11:00:00,SENS006,质检区,24.2,43.1,15.9,正常
2025-04-13 11:00:00,SENS007,质检区,25.2,48.4,31.6,正常
2025-04-13 11:00:00,SENS008,生产区B,25.6,46.6,35.2,PM2.5超标
2025-04-13 12:00:00,SENS001,生产区B,23.3,48.3,19.5,正常
2025-04-13 12:00:00,SENS002,生产区A,27.1,44.4,12.1,正常
2025-04-13 12:00:00,SENS003,生产区A,25.4,43.9,26.8,正常
2025-04-13 12:00:00,SENS004,质检区,23.6,42.0,49.8,PM2.5超标
2025-04-13 12:00:00,SENS005,生产区A,24.3,48.2,47.8,PM2.5超标
2025-04-13 12:00:00,SENS006,质检区,24.0,49.3,45.7,PM2.5超标
2025-04-13 12:00:00,SENS007,质检区,23.0,45.7,37.9,PM2.5超标
2025-04-13 12:00:00,SENS008,生产区B,22.9,47.4,12.5,正常
2025-04-13 13:00:00,SENS001,生产区B,22.9,40.6,38.9,PM2.5超标
2025-04-13 13:00:00,SENS002,生产区A,27.1,43.1,28.6,正常
2025-04-13 13:00:00,SENS003,生产区A,24.5,49.1,48.1,PM2.5超标
2025-04-13 13:00:00,SENS004,质检区,22.4,41.6,37.6,PM2.5超标
2025-04-13 13:00:00,SENS005,生产区A,26.8,45.3,32.2,正常
2025-04-13 13:00:00,SENS006,质检区,21.7,45.0,26.3,正常
2025-04-13 13:00:00,SENS007,质检区,24.0,40.6,13.5,正常
2025-04-13 13:00:00,SENS008,生产区B,21.8,45.4,15.5,正常
2025-04-13 14:00:00,SENS001,生产区B,20.6,48.9,19.8,正常
2025-04-13 14:00:00,SENS002,生产区A,23.6,42.3,33.3,正常
2025-04-13 14:00:00,SENS003,生产区A,23.8,45.7,44.4,PM2.5超标
2025-04-13 14:00:00,SENS004,质检区,22.1,50.3,36.4,PM2.5超标
2025-04-13 14:00:00,SENS005,生产区A,24.4,43.1,34.9,正常
2025-04-13 14:00:00,SENS006,质检区,21.4,47.0,16.1,正常
2025-04-13 14:00:00,SENS007,质检区,22.4,49.7,37.2,PM2.5超标
2025-04-13 14:00:00,SENS008,生产区B,21.9,44.0,36.3,PM2.5超标
2025-04-13 15:00:00,SENS001,生产区B,21.9,49.4,46.0,PM2.5超标
2025-04-13 15:00:00,SENS002,生产区A,24.1,48.1,24.5,正常
2025-04-13 15:00:00,SENS003,生产区A,24.3,44.5,27.0,正常
2025-04-13 15:00:00,SENS004,质检区,22.8,46.0,23.2,正常
2025-04-13 15:00:00,SENS005,生产区A,23.1,49.2,45.7,PM2.5超标
2025-04-13 15:00:00,SENS006,质检区,22.2,50.8,16.3,正常
2025-04-13 15:00:00,SENS007,质检区,19.4,49.7,12.6,正常
2025-04-13 15:00:00,SENS008,生产区B,19.4,45.4,44.3,PM2.5超标
2025-04-13 16:00:00,SENS001,生产区B,20.0,47.7,38.0,PM2.5超标
2025-04-13 16:00:00,SENS002,生产区A,24.2,46.5,42.7,PM2.5超标
2025-04-13 16:00:00,SENS003,生产区A,21.6,48.7,44.8,PM2.5超标
2025-04-13 16:00:00,SENS004,质检区,19.9,50.1,24.5,正常
2025-04-13 16:00:00,SENS005,生产区A,24.2,50.5,42.9,PM2.5超标
2025-04-13 16:00:00,SENS006,质检区,21.2,51.6,21.0,正常
2025-04-13 16:00:00,SENS007,质检区,19.6,51.4,21.1,正常
2025-04-13 16:00:00,SENS008,生产区B,21.3,52.4,26.1,正常
2025-04-13 17:00:00,SENS001,生产区B,19.1,55.4,13.5,正常
2025-04-13 17:00:00,SENS002,生产区A,22.3,50.7,42.4,PM2.5超标
2025-04-13 17:00:00,SENS003,生产区A,24.4,48.9,13.5,正常
2025-04-13 17:00:00,SENS004,质检区,19.0,55.1,15.4,正常
2025-04-13 17:00:00,SENS005,生产区A,22.2,49.7,44.0,PM2.5超标
2025-04-13 17:00:00,SENS006,质检区,19.5,53.7,21.8,正常
2025-04-13 17:00:00,SENS007,质检区,21.1,50.2,40.9,PM2.5超标
2025-04-13 17:00:00,SENS008,生产区B,19.6,49.3,35.9,PM2.5超标
2025-04-13 18:00:00,SENS001,生产区B,20.5,55.6,40.1,PM2.5超标
2025-04-13 18:00:00,SENS002,生产区A,24.2,56.4,31.5,正常
2025-04-13 18:00:00,SENS003,生产区A,22.4,54.6,23.7,正常
2025-04-13 18:00:00,SENS004,质检区,18.0,52.2,42.8,PM2.5超标
2025-04-13 18:00:00,SENS005,生产区A,23.6,60.0,20.2,正常
2025-04-13 18:00:00,SENS006,质检区,21.7,58.5,12.7,正常
2025-04-13 18:00:00,SENS007,质检区,18.6,56.7,29.0,正常
2025-04-13 18:00:00,SENS008,生产区B,18.3,59.7,18.4,正常
2025-04-13 19:00:00,SENS001,生产区B,20.0,52.8,25.4,正常
2025-04-13 19:00:00,SENS002,生产区A,24.3,58.0,18.6,正常
2025-04-13 19:00:00,SENS003,生产区A,22.2,61.7,47.0,PM2.5超标
2025-04-13 19:00:00,SENS004,质检区,19.2,54.7,36.9,PM2.5超标
2025-04-13 19:00:00,SENS005,生产区A,21.9,56.0,33.3,正常
2025-04-13 19:00:00,SENS006,质检区,18.5,60.7,33.5,正常
2025-04-13 19:00:00,SENS007,质检区,21.5,58.8,17.8,正常
2025-04-13 19:00:00,SENS008,生产区B,20.9,59.9,38.4,PM2.5超标
2025-04-13 20:00:00,SENS001,生产区B,20.8,60.7,11.7,正常
2025-04-13 20:00:00,SENS002,生产区A,22.8,61.7,40.7,PM2.5超标
2025-04-13 20:00:00,SENS003,生产区A,23.9,57.3,18.0,正常
2025-04-13 20:00:00,SENS004,质检区,22.3,61.2,32.1,正常
2025-04-13 20:00:00,SENS005,生产区A,23.7,64.4,21.9,正常
2025-04-13 20:00:00,SENS006,质检区,18.9,64.4,21.1,正常
2025-04-13 20:00:00,SENS007,质检区,20.3,59.3,30.0,正常
2025-04-13 20:00:00,SENS008,生产区B,20.4,62.7,18.8,正常
2025-04-13 21:00:00,SENS001,生产区B,21.6,60.8,40.6,PM2.5超标
2025-04-13 21:00:00,SENS002,生产区A,25.4,65.3,26.1,正常
2025-04-13 21:00:00,SENS003,生产区A,22.4,65.2,19.0,正常
2025-04-13 21:00:00,SENS004,质检区,21.8,66.1,32.7,正常
2025-04-13 21:00:00,SENS005,生产区A,23.0,64.8,25.9,正常
2025-04-13 21:00:00,SENS006,质检区,19.4,58.7,24.3,正常
2025-04-13 21:00:00,SENS007,质检区,20.1,65.4,25.3,正常
2025-04-13 21:00:00,SENS008,生产区B,21.5,64.8,33.3,正常
2025-04-13 22:00:00,SENS001,生产区B,21.3,62.7,48.1,PM2.5超标
2025-04-13 22:00:00,SENS002,生产区A,23.6,62.6,30.1,正常
2025-04-13 22:00:00,SENS003,生产区A,25.7,61.2,12.4,正常
2025-04-13 22:00:00,SENS004,质检区,19.9,61.8,13.9,正常
2025-04-13 22:00:00,SENS005,生产区A,24.4,67.5,30.5,正常
2025-04-13 22:00:00,SENS006,质检区,22.2,62.4,35.7,PM2.5超标
2025-04-13 22:00:00,SENS007,质检区,21.8,61.2,13.6,正常
2025-04-13 22:00:00,SENS008,生产区B,20.9,58.7,17.2,正常
2025-04-13 23:00:00,SENS001,生产区B,21.7,62.4,43.6,PM2.5超标
2025-04-13 23:00:00,SENS002,生产区A,26.2,69.4,10.9,正常
2025-04-13 23:00:00,SENS003,生产区A,25.0,64.5,43.2,PM2.5超标
2025-04-13 23:00:00,SENS004,质检区,23.2,66.2,12.1,正常
2025-04-13 23:00:00,SENS005,生产区A,24.4,68.3,37.2,PM2.5超标
2025-04-13 23:00:00,SENS006,质检区,20.8,68.7,20.6,正常
2025-04-13 23:00:00,SENS007,质检区,22.9,65.8,41.1,PM2.5超标
2025-04-13 23:00:00,SENS008,生产区B,23.6,60.5,15.9,正常
2025-04-14 00:00:00,SENS001,生产区B,22.2,66.6,22.0,正常
2025-04-14 00:00:00,SENS002,生产区A,25.7,63.6,24.6,正常
2025-04-14 00:00:00,SENS003,生产区A,25.6,66.9,11.5,正常
2025-04-14 00:00:00,SENS004,质检区,21.8,61.5,34.6,正常
2025-04-14 00:00:00,SENS005,生产区A,27.7,67.4,34.0,正常
2025-04-14 00:00:00,SENS006,质检区,24.5,63.8,14.0,正常
2025-04-14 00:00:00,SENS007,质检区,24.4,69.2,14.9,正常
2025-04-14 00:00:00,SENS008,生产区B,23.8,67.5,19.4,正常
2025-04-14 01:00:00,SENS001,生产区B,22.5,63.4,43.7,PM2.5超标
2025-04-14 01:00:00,SENS002,生产区A,28.6,59.7,47.8,温度偏高|PM2.5超标
2025-04-14 01:00:00,SENS003,生产区A,25.3,61.9,48.4,PM2.5超标
2025-04-14 01:00:00,SENS004,质检区,24.8,65.9,44.9,PM2.5超标
2025-04-14 01:00:00,SENS005,生产区A,25.7,69.4,31.5,正常
2025-04-14 01:00:00,SENS006,质检区,22.7,65.1,14.6,正常
2025-04-14 01:00:00,SENS007,质检区,24.3,69.4,41.6,PM2.5超标
2025-04-14 01:00:00,SENS008,生产区B,23.7,69.6,39.9,PM2.5超标
2025-04-14 02:00:00,SENS001,生产区B,22.6,60.6,36.7,PM2.5超标
2025-04-14 02:00:00,SENS002,生产区A,27.6,68.0,37.1,PM2.5超标
2025-04-14 02:00:00,SENS003,生产区A,25.6,66.6,23.0,正常
2025-04-14 02:00:00,SENS004,质检区,24.9,61.2,32.7,正常
2025-04-14 02:00:00,SENS005,生产区A,26.1,63.4,40.5,PM2.5超标
2025-04-14 02:00:00,SENS006,质检区,23.2,65.1,28.0,正常
2025-04-14 02:00:00,SENS007,质检区,26.3,65.8,13.0,正常
2025-04-14 02:00:00,SENS008,生产区B,25.7,66.6,43.8,PM2.5超标
2025-04-14 03:00:00,SENS001,生产区B,26.8,59.5,15.2,正常
2025-04-14 03:00:00,SENS002,生产区A,26.5,61.3,39.3,PM2.5超标
2025-04-14 03:00:00,SENS003,生产区A,26.2,60.8,35.6,PM2.5超标
2025-04-14 03:00:00,SENS004,质检区,26.4,58.0,42.4,PM2.5超标
2025-04-14 03:00:00,SENS005,生产区A,26.7,64.9,26.8,正常
2025-04-14 03:00:00,SENS006,质检区,23.7,64.2,26.7,正常
2025-04-14 03:00:00,SENS007,质检区,26.4,62.3,30.4,正常
2025-04-14 03:00:00,SENS008,生产区B,23.4,63.7,29.0,正常
2025-04-14 04:00:00,SENS001,生产区B,27.4,59.0,33.4,正常
2025-04-14 04:00:00,SENS002,生产区A,27.1,62.0,27.0,正常
2025-04-14 04:00:00,SENS003,生产区A,30.1,63.5,36.6,温度偏高|PM2.5超标
2025-04-14 04:00:00,SENS004,质检区,24.7,56.3,21.6,正常
2025-04-14 04:00:00,SENS005,生产区A,27.1,60.4,39.1,PM2.5超标
2025-04-14 04:00:00,SENS006,质检区,25.8,63.5,37.1,PM2.5超标
2025-04-14 04:00:00,SENS007,质检区,24.4,61.0,33.5,正常
2025-04-14 04:00:00,SENS008,生产区B,26.5,61.8,32.3,正常
2025-04-14 05:00:00,SENS001,生产区B,23.9,56.7,12.6,正常
2025-04-14 05:00:00,SENS002,生产区A,28.9,61.6,29.1,温度偏高
2025-04-14 05:00:00,SENS003,生产区A,27.5,57.4,34.7,正常
2025-04-14 05:00:00,SENS004,质检区,27.0,61.6,10.9,正常
2025-04-14 05:00:00,SENS005,生产区A,27.5,62.1,45.7,PM2.5超标
2025-04-14 05:00:00,SENS006,质检区,25.1,61.1,47.7,PM2.5超标
2025-04-14 05:00:00,SENS007,质检区,26.6,58.6,43.9,PM2.5超标
2025-04-14 05:00:00,SENS008,生产区B,25.0,61.8,19.3,正常
2025-04-14 06:00:00,SENS001,生产区B,24.0,58.6,19.7,正常
2025-04-14 06:00:00,SENS002,生产区A,30.6,51.0,34.1,温度偏高
2025-04-14 06:00:00,SENS003,生产区A,28.1,51.3,19.8,温度偏高
2025-04-14 06:00:00,SENS004,质检区,25.2,51.9,22.3,正常
2025-04-14 06:00:00,SENS005,生产区A,29.2,50.2,13.5,温度偏高
2025-04-14 06:00:00,SENS006,质检区,27.7,58.9,46.0,PM2.5超标
2025-04-14 06:00:00,SENS007,质检区,25.1,56.1,46.0,PM2.5超标
2025-04-14 06:00:00,SENS008,生产区B,24.8,57.4,20.5,正常
2025-04-14 07:00:00,SENS001,生产区B,27.5,54.8,48.9,PM2.5超标
2025-04-14 07:00:00,SENS002,生产区A,28.5,53.6,30.7,温度偏高
2025-04-14 07:00:00,SENS003,生产区A,30.6,52.2,41.6,温度偏高|PM2.5超标
2025-04-14 07:00:00,SENS004,质检区,24.3,57.1,14.5,正常
2025-04-14 07:00:00,SENS005,生产区A,30.8,51.7,17.3,温度偏高
2025-04-14 07:00:00,SENS006,质检区,26.5,49.0,26.0,正常
2025-04-14 07:00:00,SENS007,质检区,26.2,48.0,49.4,PM2.5超标
2025-04-14 07:00:00,SENS008,生产区B,24.3,48.5,32.3,正常
2025-04-14 08:00:00,SENS001,生产区B,24.4,48.4,20.8,正常
2025-04-14 08:00:00,SENS002,生产区A,30.1,45.6,25.1,温度偏高
2025-04-14 08:00:00,SENS003,生产区A,30.6,48.3,10.4,温度偏高
2025-04-14 08:00:00,SENS004,质检区,24.1,54.0,26.1,正常
2025-04-14 08:00:00,SENS005,生产区A,26.9,46.4,36.7,PM2.5超标
2025-04-14 08:00:00,SENS006,质检区,26.3,47.3,43.2,PM2.5超标
2025-04-14 08:00:00,SENS007,质检区,25.4,46.6,40.8,PM2.5超标
2025-04-14 08:00:00,SENS008,生产区B,26.6,53.7,31.6,正常
2025-04-14 09:00:00,SENS001,生产区B,25.3,50.1,25.7,正常
2025-04-14 09:00:00,SENS002,生产区A,27.4,45.8,39.2,PM2.5超标
2025-04-14 09:00:00,SENS003,生产区A,28.9,51.9,32.3,温度偏高
2025-04-14 09:00:00,SENS004,质检区,25.2,50.3,49.1,PM2.5超标
2025-04-14 09:00:00,SENS005,生产区A,28.4,46.6,33.3,温度偏高
2025-04-14 09:00:00,SENS006,质检区,23.4,45.2,40.6,PM2.5超标
2025-04-14 09:00:00,SENS007,质检区,25.6,49.9,10.3,正常
2025-04-14 09:00:00,SENS008,生产区B,25.9,44.6,30.1,正常
2025-04-14 10:00:00,SENS001,生产区B,23.5,47.8,43.0,PM2.5超标
2025-04-14 10:00:00,SENS002,生产区A,25.7,43.8,24.2,正常
2025-04-14 10:00:00,SENS003,生产区A,28.3,41.6,14.8,温度偏高
2025-04-14 10:00:00,SENS004,质检区,22.6,46.1,49.8,PM2.5超标
2025-04-14 10:00:00,SENS005,生产区A,28.0,44.5,12.8,正常
2025-04-14 10:00:00,SENS006,质检区,23.4,44.7,48.8,PM2.5超标
2025-04-14 10:00:00,SENS007,质检区,25.6,45.7,12.8,正常
2025-04-14 10:00:00,SENS008,生产区B,25.3,48.0,24.9,正常
2025-04-14 11:00:00,SENS001,生产区B,25.7,49.4,48.8,PM2.5超标
2025-04-14 11:00:00,SENS002,生产区A,25.8,45.3,15.4,正常
2025-04-14 11:00:00,SENS003,生产区A,26.6,42.4,17.5,正常
2025-04-14 11:00:00,SENS004,质检区,23.1,49.0,31.9,正常
2025-04-14 11:00:00,SENS005,生产区A,24.9,48.2,45.7,PM2.5超标
2025-04-14 11:00:00,SENS006,质检区,23.3,46.1,48.9,PM2.5超标
2025-04-14 11:00:00,SENS007,质检区,23.1,47.8,45.5,PM2.5超标
2025-04-14 11:00:00,SENS008,生产区B,24.8,48.0,17.8,正常
2025-04-14 12:00:00,SENS001,生产区B,23.9,48.4,18.1,正常
2025-04-14 12:00:00,SENS002,生产区A,27.3,44.4,46.5,PM2.5超标
2025-04-14 12:00:00,SENS003,生产区A,25.0,48.5,16.2,正常
2025-04-14 12:00:00,SENS004,质检区,24.4,48.8,27.9,正常
2025-04-14 12:00:00,SENS005,生产区A,25.8,47.1,48.3,PM2.5超标
2025-04-14 12:00:00,SENS006,质检区,24.2,46.9,36.5,PM2.5超标
2025-04-14 12:00:00,SENS007,质检区,23.0,45.9,48.8,PM2.5超标
2025-04-14 12:00:00,SENS008,生产区B,23.8,44.7,34.5,正常
2025-04-14 13:00:00,SENS001,生产区B,21.1,50.0,35.6,PM2.5超标
2025-04-14 13:00:00,SENS002,生产区A,24.4,41.5,48.6,PM2.5超标
2025-04-14 13:00:00,SENS003,生产区A,26.0,46.5,12.6,正常
2025-04-14 13:00:00,SENS004,质检区,21.5,47.4,15.0,正常
2025-04-14 13:00:00,SENS005,生产区A,26.8,47.3,49.4,PM2.5超标
2025-04-14 13:00:00,SENS006,质检区,20.6,46.9,23.4,正常
2025-04-14 13:00:00,SENS007,质检区,21.9,41.2,33.1,正常
2025-04-14 13:00:00,SENS008,生产区B,22.6,49.8,26.4,正常
2025-04-14 14:00:00,SENS001,生产区B,21.1,49.0,10.8,正常
2025-04-14 14:00:00,SENS002,生产区A,24.9,42.9,47.4,PM2.5超标
2025-04-14 14:00:00,SENS003,生产区A,25.4,46.1,29.8,正常
2025-04-14 14:00:00,SENS004,质检区,22.3,46.3,17.3,正常
2025-04-14 14:00:00,SENS005,生产区A,25.7,44.4,38.7,PM2.5超标
2025-04-14 14:00:00,SENS006,质检区,21.6,42.6,26.8,正常
2025-04-14 14:00:00,SENS007,质检区,20.2,47.7,38.6,PM2.5超标
2025-04-14 14:00:00,SENS008,生产区B,20.6,46.0,22.3,正常
2025-04-14 15:00:00,SENS001,生产区B,19.0,43.5,48.1,PM2.5超标
2025-04-14 15:00:00,SENS002,生产区A,22.4,46.3,25.1,正常
2025-04-14 15:00:00,SENS003,生产区A,25.3,52.9,26.2,正常
2025-04-14 15:00:00,SENS004,质检区,20.7,48.6,42.8,PM2.5超标
2025-04-14 15:00:00,SENS005,生产区A,25.2,43.4,43.4,PM2.5超标
2025-04-14 15:00:00,SENS006,质检区,20.5,44.7,38.1,PM2.5超标
2025-04-14 15:00:00,SENS007,质检区,19.1,44.4,43.4,PM2.5超标
2025-04-14 15:00:00,SENS008,生产区B,22.7,46.0,42.3,PM2.5超标
2025-04-14 16:00:00,SENS001,生产区B,21.3,51.6,40.8,PM2.5超标
2025-04-14 16:00:00,SENS002,生产区A,22.8,51.7,41.6,PM2.5超标
2025-04-14 16:00:00,SENS003,生产区A,24.1,46.4,32.6,正常
2025-04-14 16:00:00,SENS004,质检区,19.6,51.1,11.1,正常
2025-04-14 16:00:00,SENS005,生产区A,25.4,48.2,10.3,正常
2025-04-14 16:00:00,SENS006,质检区,20.2,49.9,30.6,正常
2025-04-14 16:00:00,SENS007,质检区,21.9,46.4,36.0,PM2.5超标
2025-04-14 16:00:00,SENS008,生产区B,20.3,45.7,34.2,正常
2025-04-14 17:00:00,SENS001,生产区B,20.0,50.1,43.8,PM2.5超标
2025-04-14 17:00:00,SENS002,生产区A,22.1,49.6,38.3,PM2.5超标
2025-04-14 17:00:00,SENS003,生产区A,23.3,52.8,25.8,正常
2025-04-14 17:00:00,SENS004,质检区,19.5,48.2,45.3,PM2.5超标
2025-04-14 17:00:00,SENS005,生产区A,24.2,48.1,34.2,正常
2025-04-14 17:00:00,SENS006,质检区,19.5,48.2,32.8,正常
2025-04-14 17:00:00,SENS007,质检区,21.4,55.4,37.4,PM2.5超标
2025-04-14 17:00:00,SENS008,生产区B,18.3,57.2,27.4,正常
2025-04-14 18:00:00,SENS001,生产区B,19.5,53.0,46.8,PM2.5超标
2025-04-14 18:00:00,SENS002,生产区A,24.5,51.6,36.0,PM2.5超标
2025-04-14 18:00:00,SENS003,生产区A,24.7,54.1,17.4,正常
2025-04-14 18:00:00,SENS004,质检区,18.1,52.9,41.3,PM2.5超标
2025-04-14 18:00:00,SENS005,生产区A,24.3,59.5,14.9,正常
2025-04-14 18:00:00,SENS006,质检区,19.7,50.5,13.1,正常
2025-04-14 18:00:00,SENS007,质检区,19.6,54.1,22.4,正常
2025-04-14 18:00:00,SENS008,生产区B,22.0,56.6,27.1,正常
2025-04-14 19:00:00,SENS001,生产区B,19.8,54.5,43.2,PM2.5超标
2025-04-14 19:00:00,SENS002,生产区A,21.4,55.2,17.3,正常
2025-04-14 19:00:00,SENS003,生产区A,23.1,57.0,20.6,正常
2025-04-14 19:00:00,SENS004,质检区,19.9,55.8,16.2,正常
2025-04-14 19:00:00,SENS005,生产区A,22.2,53.1,20.2,正常
2025-04-14 19:00:00,SENS006,质检区,21.1,57.2,13.8,正常
2025-04-14 19:00:00,SENS007,质检区,20.3,56.9,48.5,PM2.5超标
2025-04-14 19:00:00,SENS008,生产区B,21.1,57.3,21.2,正常
2025-04-14 20:00:00,SENS001,生产区B,19.4,61.0,19.4,正常
2025-04-14 20:00:00,SENS002,生产区A,22.1,62.3,17.4,正常
2025-04-14 20:00:00,SENS003,生产区A,24.7,60.2,10.3,正常
2025-04-14 20:00:00,SENS004,质检区,20.9,64.3,21.8,正常
2025-04-14 20:00:00,SENS005,生产区A,24.3,57.9,40.6,PM2.5超标
2025-04-14 20:00:00,SENS006,质检区,18.4,61.1,47.2,PM2.5超标
2025-04-14 20:00:00,SENS007,质检区,18.7,64.2,14.0,正常
2025-04-14 20:00:00,SENS008,生产区B,20.5,60.0,49.0,PM2.5超标
2025-04-14 21:00:00,SENS001,生产区B,20.9,58.0,17.7,正常
2025-04-14 21:00:00,SENS002,生产区A,25.9,66.4,41.6,PM2.5超标
2025-04-14 21:00:00,SENS003,生产区A,23.0,65.2,35.3,PM2.5超标
2025-04-14 21:00:00,SENS004,质检区,22.6,59.9,13.2,正常
2025-04-14 21:00:00,SENS005,生产区A,24.8,65.2,23.5,正常
2025-04-14 21:00:00,SENS006,质检区,22.7,61.5,26.9,正常
2025-04-14 21:00:00,SENS007,质检区,21.1,64.8,32.8,正常
2025-04-14 21:00:00,SENS008,生产区B,22.8,62.6,13.9,正常
2025-04-14 22:00:00,SENS001,生产区B,21.6,61.0,47.3,PM2.5超标
2025-04-14 22:00:00,SENS002,生产区A,25.8,64.6,32.5,正常
2025-04-14 22:00:00,SENS003,生产区A,24.8,59.3,34.2,正常
2025-04-14 22:00:00,SENS004,质检区,20.2,60.2,12.5,正常
2025-04-14 22:00:00,SENS005,生产区A,25.3,68.5,39.8,PM2.5超标
2025-04-14 22:00:00,SENS006,质检区,21.9,65.0,19.3,正常
2025-04-14 22:00:00,SENS007,质检区,23.4,65.9,46.3,PM2.5超标
2025-04-14 22:00:00,SENS008,生产区B,22.1,61.5,44.3,PM2.5超标
2025-04-14 23:00:00,SENS001,生产区B,21.7,59.7,49.9,PM2.5超标
2025-04-14 23:00:00,SENS002,生产区A,25.5,60.3,19.9,正常
2025-04-14 23:00:00,SENS003,生产区A,23.9,65.1,23.5,正常
2025-04-14 23:00:00,SENS004,质检区,23.0,62.3,48.0,PM2.5超标
2025-04-14 23:00:00,SENS005,生产区A,26.3,63.6,28.4,正常
2025-04-14 23:00:00,SENS006,质检区,22.4,60.3,31.1,正常
2025-04-14 23:00:00,SENS007,质检区,22.3,68.4,19.4,正常
2025-04-14 23:00:00,SENS008,生产区B,21.3,64.3,46.7,PM2.5超标
2025-04-15 00:00:00,SENS001,生产区B,24.0,61.3,27.5,正常
2025-04-15 00:00:00,SENS002,生产区A,24.7,64.4,27.3,正常
2025-04-15 00:00:00,SENS003,生产区A,24.2,67.6,45.7,PM2.5超标
2025-04-15 00:00:00,SENS004,质检区,21.9,62.4,48.8,PM2.5超标
2025-04-15 00:00:00,SENS005,生产区A,27.6,60.3,25.8,正常
2025-04-15 00:00:00,SENS006,质检区,21.0,64.9,17.4,正常
2025-04-15 00:00:00,SENS007,质检区,24.6,61.9,32.3,正常
2025-04-15 00:00:00,SENS008,生产区B,24.4,70.0,22.7,正常
