时间戳,工号,班次,操作时长,熟练度,操作类型,操作结果,上次培训日期,预警状态
2025-04-17 03:11:03.820748,W004,夜班,0.96,0.63,上料,异常,2025-02-03,效率低下
2025-04-17 06:53:47.043538,W004,白班,1.56,0.6,调试,正常,2025-02-03,效率低下
2025-04-17 04:11:26.518681,W005,夜班,1.17,0.78,上料,正常,2025-02-07,正常
2025-04-17 03:03:06.844000,W005,夜班,0.63,0.79,下料,正常,2025-02-07,正常
2025-04-17 03:52:03.642776,W005,夜班,0.76,0.78,质检,正常,2025-02-07,正常
2025-04-17 00:05:25.588421,W006,夜班,1.56,0.73,下料,正常,2024-12-29,效率低下|需要培训
2025-04-17 01:22:02.630796,W006,夜班,1.52,0.71,质检,正常,2024-12-29,效率低下|需要培训
2025-04-17 05:49:31.816380,W006,夜班,1.45,0.66,质检,正常,2024-12-29,效率低下|需要培训
2025-04-17 02:10:19.959080,W006,夜班,0.59,0.7,调试,正常,2024-12-29,效率低下|需要培训
2025-04-17 07:34:47.853524,W007,白班,0.99,0.62,维护,正常,2025-02-27,效率低下
2025-04-17 07:54:15.560660,W007,白班,1.7,0.61,上料,正常,2025-02-27,效率低下
2025-04-17 02:14:31.550652,W008,夜班,1.88,0.64,质检,正常,2024-11-12,效率低下|需要培训
2025-04-17 03:01:28.673077,W008,夜班,1.39,0.63,维护,正常,2024-11-12,效率低下|需要培训
2025-04-17 01:09:21.191848,W008,夜班,1.9,0.65,下料,正常,2024-11-12,效率低下|需要培训
2025-04-17 06:42:10.049929,W009,白班,1.46,0.72,维护,正常,2024-12-05,效率低下|需要培训
2025-04-17 05:26:37.624072,W009,夜班,0.8,0.67,质检,正常,2024-12-05,效率低下|需要培训
2025-04-17 02:31:56.530249,W009,夜班,1.96,0.72,调试,正常,2024-12-05,效率低下|需要培训
2025-04-17 01:45:19.305208,W010,夜班,1.47,0.8,上料,正常,2024-12-14,需要培训
2025-04-17 04:21:34.190138,W010,夜班,1.35,0.77,上料,异常,2024-12-14,需要培训
2025-04-17 01:01:56.836630,W010,夜班,1.98,0.81,调试,正常,2024-12-14,需要培训
2025-04-17 11:28:34.607553,W001,白班,1.54,0.66,下料,正常,2025-02-04,效率低下
2025-04-17 12:58:17.845761,W001,白班,0.57,0.64,调试,正常,2025-02-04,效率低下
2025-04-17 14:24:53.216720,W001,白班,1.12,0.62,维护,正常,2025-02-04,效率低下
2025-04-17 12:07:33.234751,W001,白班,0.87,0.65,调试,正常,2025-02-04,效率低下
2025-04-17 15:27:41.943059,W002,白班,0.79,0.65,上料,正常,2025-02-28,效率低下
2025-04-17 11:14:57.733557,W002,白班,1.9,0.78,质检,正常,2025-02-28,正常
2025-04-17 08:28:04.265770,W002,白班,0.61,0.88,调试,正常,2025-02-28,正常
2025-04-17 09:42:23.018970,W002,白班,0.7,0.83,上料,正常,2025-02-28,正常
2025-04-17 13:14:32.183528,W003,白班,1.56,0.62,下料,正常,2024-10-21,效率低下|需要培训
2025-04-17 15:46:42.731855,W003,白班,1.7,0.58,质检,正常,2024-10-21,效率低下|需要培训
2025-04-17 11:34:06.399326,W004,白班,1.23,0.68,调试,正常,2025-02-03,效率低下
2025-04-17 14:32:15.665653,W004,白班,1.61,0.61,质检,正常,2025-02-03,效率低下
2025-04-17 12:30:16.523601,W004,白班,1.61,0.66,维护,正常,2025-02-03,效率低下
2025-04-17 08:19:06.950843,W004,白班,1.11,0.77,维护,正常,2025-02-03,正常
2025-04-17 15:09:52.591432,W005,白班,1.88,0.83,质检,正常,2025-02-07,正常
2025-04-17 13:48:58.090600,W005,白班,1.24,0.84,质检,正常,2025-02-07,正常
2025-04-17 14:50:39.278565,W005,白班,0.82,0.83,维护,正常,2025-02-07,正常
2025-04-17 09:58:09.433624,W005,白班,0.72,0.89,调试,正常,2025-02-07,正常
2025-04-17 08:04:18.537068,W006,白班,0.98,0.81,下料,正常,2024-12-29,需要培训
2025-04-17 11:19:15.394665,W006,白班,1.52,0.77,维护,正常,2024-12-29,需要培训
2025-04-17 12:41:48.137321,W007,白班,1.48,0.7,下料,正常,2025-02-27,效率低下
2025-04-17 11:10:27.122703,W007,白班,0.96,0.74,上料,正常,2025-02-27,效率低下
2025-04-17 13:51:32.330397,W007,白班,1.82,0.67,维护,正常,2025-02-27,效率低下
2025-04-17 09:11:04.939996,W007,白班,0.78,0.8,下料,正常,2025-02-27,正常
2025-04-17 11:38:42.431008,W008,白班,1.46,0.69,维护,正常,2024-11-12,效率低下|需要培训
2025-04-17 13:27:14.820545,W008,白班,0.9,0.67,上料,正常,2024-11-12,效率低下|需要培训
2025-04-17 14:02:22.555167,W009,白班,1.83,0.74,调试,正常,2024-12-05,效率低下|需要培训
2025-04-17 14:58:19.800144,W009,白班,0.9,0.72,调试,正常,2024-12-05,效率低下|需要培训
2025-04-17 12:07:10.315170,W010,白班,0.98,0.85,下料,正常,2024-12-14,需要培训
2025-04-17 10:41:07.719835,W010,白班,1.43,0.87,下料,正常,2024-12-14,需要培训
2025-04-17 09:53:39.423710,W010,白班,1.42,0.88,调试,正常,2024-12-14,需要培训
2025-04-17 11:49:42.543611,W010,白班,1.29,0.86,下料,正常,2024-12-14,需要培训
2025-04-17 23:43:58.250812,W001,夜班,1.19,0.54,维护,正常,2025-02-04,效率低下
2025-04-17 16:08:56.573044,W001,白班,1.78,0.71,调试,正常,2025-02-04,效率低下
2025-04-17 17:40:50.204590,W002,白班,1.68,0.84,下料,正常,2025-02-28,正常
2025-04-17 16:21:26.800787,W002,白班,1.07,0.88,维护,正常,2025-02-28,正常
2025-04-17 22:28:05.688783,W002,夜班,1.3,0.61,维护,正常,2025-02-28,效率低下
2025-04-17 19:50:09.499838,W002,夜班,1.85,0.69,维护,正常,2025-02-28,效率低下
2025-04-17 23:02:45.628034,W003,夜班,1.33,0.53,质检,正常,2024-10-21,效率低下|需要培训
2025-04-17 22:34:38.351968,W003,夜班,0.65,0.54,下料,正常,2024-10-21,效率低下|需要培训
2025-04-17 17:57:24.693223,W003,白班,0.76,0.67,调试,正常,2024-10-21,效率低下|需要培训
2025-04-17 17:06:18.845876,W003,白班,0.84,0.69,维护,正常,2024-10-21,效率低下|需要培训
2025-04-17 16:13:37.754585,W004,白班,0.86,0.77,上料,正常,2025-02-03,正常
2025-04-17 16:03:04.803157,W004,白班,1.14,0.78,上料,正常,2025-02-03,正常
2025-04-17 17:31:38.436456,W005,白班,1.17,0.9,维护,正常,2025-02-07,正常
2025-04-17 16:32:38.155497,W005,白班,1.77,0.91,维护,正常,2025-02-07,正常
2025-04-17 17:08:50.659183,W005,白班,0.85,0.9,调试,正常,2025-02-07,正常
2025-04-17 21:32:14.322610,W005,夜班,0.72,0.76,质检,正常,2025-02-07,正常
2025-04-17 23:20:03.680753,W006,夜班,1.91,0.65,上料,正常,2024-12-29,效率低下|需要培训
2025-04-17 16:32:37.974313,W006,白班,1.29,0.8,下料,异常,2024-12-29,需要培训
2025-04-17 17:31:05.677753,W006,白班,1.03,0.79,下料,正常,2024-12-29,需要培训
2025-04-17 22:25:12.492439,W007,夜班,1.49,0.59,调试,正常,2025-02-27,效率低下
2025-04-17 20:25:34.365570,W007,夜班,1.52,0.64,调试,正常,2025-02-27,效率低下
2025-04-17 22:20:19.292548,W007,夜班,0.55,0.59,调试,正常,2025-02-27,效率低下
2025-04-17 16:47:14.060784,W007,白班,0.58,0.81,维护,正常,2025-02-27,正常
2025-04-17 21:26:51.805810,W008,夜班,1.23,0.6,维护,正常,2024-11-12,效率低下|需要培训
2025-04-17 19:31:10.258870,W008,夜班,0.55,0.62,上料,正常,2024-11-12,效率低下|需要培训
2025-04-17 22:32:48.178759,W009,夜班,1.7,0.65,维护,正常,2024-12-05,效率低下|需要培训
2025-04-17 18:04:21.315005,W009,夜班,1.4,0.73,维护,正常,2024-12-05,效率低下|需要培训
2025-04-17 22:03:04.398253,W010,夜班,1.59,0.75,上料,正常,2024-12-14,效率低下|需要培训
2025-04-17 17:05:28.919710,W010,白班,0.73,0.9,质检,正常,2024-12-14,需要培训
2025-04-17 23:45:05.008394,W010,夜班,1.26,0.72,上料,正常,2024-12-14,效率低下|需要培训
2025-04-18 01:18:31.139542,W001,夜班,1.73,0.62,质检,正常,2025-02-04,效率低下
2025-04-18 05:35:47.281369,W001,夜班,1.51,0.57,调试,正常,2025-02-04,效率低下
2025-04-18 02:23:57.346238,W002,夜班,1.84,0.73,维护,异常,2025-02-28,效率低下
2025-04-18 00:33:29.275753,W002,夜班,0.94,0.79,下料,正常,2025-02-28,正常
2025-04-18 03:38:02.062713,W003,夜班,0.89,0.58,维护,正常,2024-10-21,效率低下|需要培训
2025-04-18 01:54:27.191371,W003,夜班,0.55,0.61,上料,正常,2024-10-21,效率低下|需要培训
2025-04-18 05:53:59.684484,W003,夜班,1.26,0.55,质检,正常,2024-10-21,效率低下|需要培训
2025-04-18 07:02:12.957379,W004,白班,1.9,0.59,维护,正常,2025-02-03,效率低下
2025-04-18 03:17:10.004373,W004,夜班,0.91,0.62,上料,正常,2025-02-03,效率低下
2025-04-18 02:56:28.708470,W004,夜班,0.62,0.63,下料,正常,2025-02-03,效率低下
2025-04-18 03:41:49.835522,W005,夜班,0.73,0.78,质检,正常,2025-02-07,正常
2025-04-18 07:14:20.195555,W005,白班,1.45,0.82,维护,正常,2025-02-07,正常
2025-04-18 04:29:33.825003,W006,夜班,0.54,0.68,调试,正常,2024-12-29,效率低下|需要培训
2025-04-18 06:59:26.212857,W006,白班,0.72,0.72,维护,正常,2024-12-29,效率低下|需要培训
2025-04-18 04:36:29.932889,W006,夜班,1.65,0.68,维护,正常,2024-12-29,效率低下|需要培训
2025-04-18 02:33:03.974462,W007,夜班,1.28,0.69,上料,正常,2025-02-27,效率低下
2025-04-18 07:13:23.501127,W007,白班,0.88,0.63,上料,正常,2025-02-27,效率低下
2025-04-18 05:09:52.743395,W007,夜班,1.74,0.62,下料,正常,2025-02-27,效率低下
2025-04-18 07:40:53.209049,W008,白班,1.97,0.64,质检,正常,2024-11-12,效率低下|需要培训
2025-04-18 01:12:47.579450,W008,夜班,1.25,0.65,调试,正常,2024-11-12,效率低下|需要培训
2025-04-18 01:35:38.040604,W008,夜班,1.21,0.64,维护,正常,2024-11-12,效率低下|需要培训
2025-04-18 07:26:59.013397,W009,白班,1.78,0.71,上料,正常,2024-12-05,效率低下|需要培训
2025-04-18 00:41:38.285627,W009,夜班,0.72,0.75,下料,正常,2024-12-05,需要培训
2025-04-18 00:22:15.644693,W010,夜班,1.01,0.81,调试,正常,2024-12-14,需要培训
2025-04-18 03:11:14.646085,W010,夜班,0.82,0.78,质检,正常,2024-12-14,需要培训
2025-04-18 05:12:56.885395,W010,夜班,1.03,0.76,维护,正常,2024-12-14,需要培训
2025-04-18 10:36:58.583769,W001,白班,1.83,0.67,上料,正常,2025-02-04,效率低下
2025-04-18 14:09:56.403133,W001,白班,1.08,0.62,上料,正常,2025-02-04,效率低下
2025-04-18 14:17:27.219451,W001,白班,1.29,0.62,质检,正常,2025-02-04,效率低下
2025-04-18 13:39:49.361508,W002,白班,1.17,0.7,维护,正常,2025-02-28,效率低下
2025-04-18 13:07:06.095608,W002,白班,1.28,0.72,调试,正常,2025-02-28,效率低下
2025-04-18 12:51:38.152377,W002,白班,1.32,0.73,下料,正常,2025-02-28,效率低下
2025-04-18 15:44:41.362157,W002,白班,1.78,0.64,调试,正常,2025-02-28,效率低下
2025-04-18 15:33:21.958590,W003,白班,1.4,0.58,下料,正常,2024-10-21,效率低下|需要培训
2025-04-18 15:06:35.754113,W003,白班,1.57,0.59,上料,正常,2024-10-21,效率低下|需要培训
2025-04-18 11:00:34.406644,W003,白班,0.72,0.66,下料,正常,2024-10-21,效率低下|需要培训
2025-04-18 15:18:09.667540,W004,白班,0.67,0.59,下料,正常,2025-02-03,效率低下
2025-04-18 09:51:11.792540,W004,白班,1.48,0.73,下料,正常,2025-02-03,效率低下
2025-04-18 09:02:25.160400,W005,白班,1.63,0.9,上料,正常,2025-02-07,正常
2025-04-18 14:47:46.444039,W005,白班,0.98,0.83,维护,正常,2025-02-07,正常
2025-04-18 14:17:57.046139,W005,白班,1.85,0.84,质检,正常,2025-02-07,正常
2025-04-18 11:12:13.309428,W005,白班,1.62,0.87,上料,正常,2025-02-07,正常
2025-04-18 11:30:16.296083,W006,白班,1.75,0.77,调试,正常,2024-12-29,需要培训
2025-04-18 15:28:07.300734,W006,白班,0.55,0.72,上料,正常,2024-12-29,效率低下|需要培训
2025-04-18 15:13:19.585474,W007,白班,0.65,0.63,维护,正常,2025-02-27,效率低下
2025-04-18 11:27:36.874698,W007,白班,1.8,0.74,下料,正常,2025-02-27,效率低下
2025-04-18 14:11:01.892490,W007,白班,0.63,0.66,质检,正常,2025-02-27,效率低下
2025-04-18 12:21:01.765053,W008,白班,1.16,0.68,上料,正常,2024-11-12,效率低下|需要培训
2025-04-18 08:01:11.281188,W008,白班,1.27,0.74,维护,正常,2024-11-12,效率低下|需要培训
2025-04-18 10:20:11.409833,W009,白班,1.15,0.81,下料,正常,2024-12-05,需要培训
2025-04-18 13:08:09.224163,W009,白班,1.5,0.75,质检,正常,2024-12-05,需要培训
2025-04-18 15:17:13.938346,W009,白班,1.25,0.71,上料,正常,2024-12-05,效率低下|需要培训
2025-04-18 11:26:23.857234,W009,白班,0.75,0.79,质检,正常,2024-12-05,需要培训
2025-04-18 15:44:59.721244,W010,白班,1.07,0.81,调试,正常,2024-12-14,需要培训
2025-04-18 11:13:12.618196,W010,白班,1.01,0.87,下料,异常,2024-12-14,需要培训
2025-04-18 18:51:45.946766,W001,夜班,1.21,0.6,上料,正常,2025-02-04,效率低下
2025-04-18 16:00:14.383215,W001,白班,1.28,0.71,维护,正常,2025-02-04,效率低下
2025-04-18 16:57:18.566083,W002,白班,0.59,0.86,下料,正常,2025-02-28,正常
2025-04-18 21:51:55.144609,W002,夜班,0.67,0.63,维护,正常,2025-02-28,效率低下
2025-04-18 17:33:41.221596,W002,白班,1.28,0.84,质检,正常,2025-02-28,正常
2025-04-18 19:20:15.503129,W002,夜班,1.69,0.7,质检,正常,2025-02-28,效率低下
2025-04-18 23:34:34.854030,W003,夜班,0.57,0.52,上料,正常,2024-10-21,效率低下|需要培训
2025-04-18 22:38:12.040940,W003,夜班,1.19,0.54,上料,正常,2024-10-21,效率低下|需要培训
2025-04-18 18:36:28.185426,W003,夜班,1.48,0.6,调试,正常,2024-10-21,效率低下|需要培训
2025-04-18 16:21:00.048248,W003,白班,1.53,0.7,调试,正常,2024-10-21,效率低下|需要培训
2025-04-18 21:51:57.213320,W004,夜班,1.65,0.56,维护,异常,2025-02-03,效率低下
2025-04-18 18:41:01.411379,W004,夜班,1.34,0.64,调试,正常,2025-02-03,效率低下
2025-04-18 22:08:24.468021,W005,夜班,1.58,0.75,上料,正常,2025-02-07,正常
2025-04-18 21:36:01.224468,W005,夜班,0.5,0.76,维护,正常,2025-02-07,正常
2025-04-18 16:06:00.870594,W005,白班,1.31,0.91,维护,正常,2025-02-07,正常
2025-04-18 19:19:08.483517,W006,夜班,1.31,0.69,质检,正常,2024-12-29,效率低下|需要培训
2025-04-18 19:44:25.794186,W006,夜班,0.84,0.69,维护,正常,2024-12-29,效率低下|需要培训
2025-04-18 16:56:04.069642,W007,白班,1.88,0.81,下料,正常,2025-02-27,正常
2025-04-18 20:50:30.422357,W007,夜班,1.14,0.63,下料,正常,2025-02-27,效率低下
2025-04-18 19:51:57.410239,W007,夜班,1.73,0.65,质检,正常,2025-02-27,效率低下
2025-04-18 23:52:32.870825,W008,夜班,1.98,0.58,上料,正常,2024-11-12,效率低下|需要培训
2025-04-18 16:29:01.575761,W008,白班,1.27,0.73,下料,正常,2024-11-12,效率低下|需要培训
2025-04-18 21:00:57.349231,W008,夜班,1.92,0.61,调试,正常,2024-11-12,效率低下|需要培训
2025-04-18 17:08:39.640506,W008,白班,1.7,0.72,下料,正常,2024-11-12,效率低下|需要培训
2025-04-18 18:26:16.390751,W009,夜班,1.95,0.72,维护,正常,2024-12-05,效率低下|需要培训
2025-04-18 17:30:00.237605,W009,白班,1.91,0.82,下料,正常,2024-12-05,需要培训
2025-04-18 19:29:19.457230,W009,夜班,0.92,0.71,上料,正常,2024-12-05,效率低下|需要培训
2025-04-18 20:55:20.402469,W009,夜班,1.85,0.68,上料,正常,2024-12-05,效率低下|需要培训
2025-04-18 16:35:10.141190,W010,白班,1.48,0.9,上料,正常,2024-12-14,需要培训
2025-04-18 23:22:04.960226,W010,夜班,1.97,0.73,上料,正常,2024-12-14,效率低下|需要培训
2025-04-18 18:45:46.672986,W010,夜班,0.71,0.79,维护,正常,2024-12-14,需要培训
2025-04-19 05:55:20.513751,W001,夜班,0.57,0.56,上料,正常,2025-02-04,效率低下
2025-04-19 03:11:47.941189,W001,夜班,1.41,0.6,调试,正常,2025-02-04,效率低下
2025-04-19 01:58:54.879408,W002,夜班,1.12,0.74,调试,正常,2025-02-28,效率低下
2025-04-19 01:53:58.328808,W002,夜班,1.85,0.75,质检,正常,2025-02-28,效率低下
2025-04-19 07:58:52.010970,W003,白班,1.03,0.58,调试,正常,2024-10-21,效率低下|需要培训
2025-04-19 07:51:00.098424,W003,白班,1.03,0.58,调试,正常,2024-10-21,效率低下|需要培训
2025-04-19 01:58:34.589355,W003,夜班,0.55,0.61,上料,正常,2024-10-21,效率低下|需要培训
2025-04-19 05:20:01.152463,W004,夜班,1.04,0.57,下料,正常,2025-02-03,效率低下
2025-04-19 00:55:00.444692,W004,夜班,1.53,0.68,维护,正常,2025-02-03,效率低下
2025-04-19 04:56:03.910427,W005,夜班,0.54,0.77,调试,正常,2025-02-07,正常
2025-04-19 03:08:21.261513,W005,夜班,0.9,0.79,调试,正常,2025-02-07,正常
2025-04-19 05:21:05.914483,W006,夜班,1.93,0.67,维护,正常,2024-12-29,效率低下|需要培训
2025-04-19 03:53:10.152092,W006,夜班,0.66,0.68,调试,正常,2024-12-29,效率低下|需要培训
2025-04-19 00:37:53.751837,W006,夜班,1.04,0.72,调试,正常,2024-12-29,效率低下|需要培训
2025-04-19 03:44:24.007971,W007,夜班,1.46,0.66,上料,正常,2025-02-27,效率低下
2025-04-19 07:07:49.659646,W007,白班,1.51,0.63,上料,正常,2025-02-27,效率低下
2025-04-19 05:42:01.695922,W007,夜班,1.26,0.61,下料,正常,2025-02-27,效率低下
2025-04-19 04:23:00.837756,W008,夜班,1.0,0.61,维护,正常,2024-11-12,效率低下|需要培训
2025-04-19 02:31:32.823352,W008,夜班,0.7,0.63,上料,正常,2024-11-12,效率低下|需要培训
2025-04-19 07:55:35.800394,W008,白班,1.38,0.64,质检,正常,2024-11-12,效率低下|需要培训
2025-04-19 03:53:32.236111,W009,夜班,0.86,0.7,调试,正常,2024-12-05,效率低下|需要培训
2025-04-19 06:28:28.592257,W009,白班,1.51,0.73,质检,正常,2024-12-05,效率低下|需要培训
2025-04-19 06:15:18.200808,W009,白班,0.58,0.73,上料,正常,2024-12-05,效率低下|需要培训
2025-04-19 02:53:52.419457,W009,夜班,1.02,0.72,质检,正常,2024-12-05,效率低下|需要培训
2025-04-19 01:17:08.872116,W010,夜班,1.76,0.8,质检,正常,2024-12-14,需要培训
2025-04-19 03:53:42.475749,W010,夜班,0.54,0.77,调试,正常,2024-12-14,需要培训
2025-04-19 06:16:51.979253,W010,白班,0.54,0.83,下料,正常,2024-12-14,需要培训
2025-04-19 14:44:32.672069,W001,白班,1.87,0.61,上料,正常,2025-02-04,效率低下
2025-04-19 11:40:37.090929,W001,白班,1.5,0.66,上料,正常,2025-02-04,效率低下
2025-04-19 10:47:55.556287,W002,白班,0.64,0.8,调试,正常,2025-02-28,正常
2025-04-19 08:36:40.089346,W002,白班,1.32,0.87,维护,正常,2025-02-28,正常
2025-04-19 09:29:07.824354,W003,白班,1.33,0.68,下料,正常,2024-10-21,效率低下|需要培训
2025-04-19 08:26:37.687663,W003,白班,1.46,0.7,下料,正常,2024-10-21,效率低下|需要培训
2025-04-19 15:14:55.193849,W003,白班,1.63,0.59,下料,正常,2024-10-21,效率低下|需要培训
2025-04-19 13:30:13.616711,W003,白班,1.96,0.62,维护,正常,2024-10-21,效率低下|需要培训
2025-04-19 13:48:57.470049,W004,白班,1.81,0.63,质检,正常,2025-02-03,效率低下
2025-04-19 14:12:42.025994,W004,白班,1.42,0.61,上料,正常,2025-02-03,效率低下
2025-04-19 08:14:04.878813,W004,白班,1.7,0.77,下料,正常,2025-02-03,正常
2025-04-19 13:38:50.026645,W005,白班,1.95,0.84,质检,正常,2025-02-07,正常
2025-04-19 08:08:18.157836,W005,白班,1.5,0.91,上料,正常,2025-02-07,正常
2025-04-19 14:48:44.382512,W006,白班,0.93,0.72,质检,正常,2024-12-29,效率低下|需要培训
2025-04-19 12:07:59.574236,W006,白班,1.03,0.76,调试,正常,2024-12-29,需要培训
2025-04-19 14:22:02.029558,W007,白班,1.08,0.66,调试,正常,2025-02-27,效率低下
2025-04-19 08:11:11.511220,W007,白班,1.54,0.83,下料,正常,2025-02-27,正常
2025-04-19 12:19:16.568204,W007,白班,0.9,0.71,下料,正常,2025-02-27,效率低下
2025-04-19 13:12:18.293291,W007,白班,1.28,0.69,维护,正常,2025-02-27,效率低下
2025-04-19 11:35:49.257334,W008,白班,1.75,0.69,维护,正常,2024-11-12,效率低下|需要培训
2025-04-19 15:48:00.225979,W008,白班,1.01,0.64,上料,正常,2024-11-12,效率低下|需要培训
2025-04-19 14:43:35.601101,W009,白班,0.82,0.72,维护,正常,2024-12-05,效率低下|需要培训
2025-04-19 13:30:12.498374,W009,白班,1.91,0.75,维护,正常,2024-12-05,效率低下|需要培训
2025-04-19 09:51:56.990140,W009,白班,1.04,0.82,质检,正常,2024-12-05,需要培训
2025-04-19 10:08:47.912837,W010,白班,0.53,0.88,调试,正常,2024-12-14,需要培训
